id,time,band,rx_sign,rx_lat,rx_lon,rx_loc,tx_sign,tx_lat,tx_lon,tx_loc,distance,azimuth,rx_azimuth,frequency,power,snr,drift,version,code,date,time.1,power_watts,altitude_m,altitude_ft,type,alt
3774853462,2022-01-05 04:20:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,6.438,179.625,RJ96tk,4717,217,41,14097129,50,-9,0,,1,2022-01-05,04:20:00,1000,3280,,0,1000
3774868565,2022-01-05 04:28:00,10,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,6.438,179.625,RJ96tk,3032,55,241,10140167,23,-27,1,WD_3.0a,1,2022-01-05,04:28:00,6900,22632,,8,6900
3776973297,2022-01-05 19:48:00,10,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.479,174.958,RJ77,3410,61,248,10140159,23,-27,0,WD_3.0a,1,2022-01-05,19:48:00,6900,22632,,8,6900
3777124043,2022-01-05 20:58:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.146,174.208,RJ77cd,3500,61,248,14097082,23,-16,1,WD_3.0a,1,2022-01-05,20:58:00,6900,22632,,8,6900
3777167180,2022-01-05 21:20:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,7.188,174.042,RJ77ae,4447,210,34,14097173,53,-16,-2,,1,2022-01-05,21:20:00,1060,3477,,0,1060
3777212772,2022-01-05 21:40:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,7.229,173.958,RJ67xf,4446,210,33,14097188,53,-18,-1,,1,2022-01-05,21:40:00,1060,3477,,0,1060
3777262103,2022-01-05 22:00:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.271,173.875,RJ67wg,3525,61,248,14097130,53,-20,1,WD_3.0a,1,2022-01-05,22:00:00,1060,3477,,0,1060
3777380951,2022-01-05 22:58:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.271,173.875,RJ67wg,3525,61,248,14097196,23,-23,0,WD_3.0a,1,2022-01-05,22:58:00,6900,22632,,8,6900
3777417173,2022-01-05 23:18:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,7.271,173.875,RJ67wg,4446,210,33,14097178,23,-25,0,,1,2022-01-05,23:18:00,6900,22632,,8,6900
3777499042,2022-01-06 00:00:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.438,173.292,RJ67pk,3573,62,249,14097115,53,-19,-1,WD_3.0a,1,2022-01-06,00:00:00,1060,3477,,0,1060
3777565108,2022-01-06 00:38:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.479,173.208,RJ67ol,3579,62,249,14097171,23,-24,-2,WD_3.0a,1,2022-01-06,00:38:00,6900,22632,,8,6900
3777571024,2022-01-06 00:40:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.521,173.042,RJ67mm,3593,62,249,14097171,53,-20,1,WD_3.0a,1,2022-01-06,00:40:00,1060,3477,,0,1060
3777606373,2022-01-06 01:00:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.563,172.958,RJ67ln,3599,62,250,14097106,53,-11,2,WD_3.0a,1,2022-01-06,01:00:00,1060,3477,,0,1060
3777678723,2022-01-06 01:40:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.604,172.792,RJ67jo,3613,62,250,14097106,53,-20,-1,WD_3.0a,1,2022-01-06,01:40:00,1060,3477,,0,1060
3777783801,2022-01-06 02:38:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.688,172.708,RJ67iq,3617,63,250,14097187,23,-17,-2,WD_3.0a,1,2022-01-06,02:38:00,6900,22632,,8,6900
3777787622,2022-01-06 02:40:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.688,172.625,RJ67hq,3625,63,250,14097186,57,-21,1,WD_3.0a,1,2022-01-06,02:40:00,1140,3739,,0,1140
3777821371,2022-01-06 02:58:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.688,172.625,RJ67hq,3625,63,250,14097182,23,-20,3,WD_3.0a,1,2022-01-06,02:58:00,6900,22632,,8,6900
3777825249,2022-01-06 03:00:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.688,172.542,RJ67gq,3633,63,250,14097183,53,-19,1,WD_3.0a,1,2022-01-06,03:00:00,1060,3477,,0,1060
3777856714,2022-01-06 03:18:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.688,172.542,RJ67gq,3633,63,250,14097178,23,-19,0,WD_3.0a,1,2022-01-06,03:18:00,6900,22632,,8,6900
3777860450,2022-01-06 03:20:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.729,172.458,RJ67fr,3639,63,250,14097178,53,-22,-1,WD_3.0a,1,2022-01-06,03:20:00,1060,3477,,0,1060
3777929676,2022-01-06 04:00:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,7.771,172.375,RJ67es,3645,63,250,14097095,53,-24,-3,WD_3.0a,1,2022-01-06,04:00:00,1060,3477,,0,1060
3780285185,2022-01-06 20:20:00,14,VK3KHZ,-37.812,145.292,QF22pe,KD9ORR,9.146,170.292,RJ59dd,5832,205,31,14097142,53,-18,0,1.3 Kiwi,1,2022-01-06,20:20:00,1060,3477,,0,1060
3780330091,2022-01-06 20:38:00,14,ZL2BCI,-40.854,175.125,RE79nd,KD9ORR,9.146,170.292,RJ59dd,5582,175,353,14097130,23,-23,1,1.3 Kiwi,1,2022-01-06,20:38:00,6900,22632,,8,6900
3780425721,2022-01-06 21:18:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.146,170.292,RJ59dd,3786,66,254,14097045,23,-24,-1,WD_3.0a,1,2022-01-06,21:18:00,6900,22632,,8,6900
3780426791,2022-01-06 21:20:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.146,170.208,RJ59cd,4447,204,27,14097075,53,-23,0,,1,2022-01-06,21:20:00,1060,3477,,0,1060
3780469544,2022-01-06 21:38:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.146,170.208,RJ59cd,3794,66,254,14097098,23,-23,0,WD_3.0a,1,2022-01-06,21:38:00,6900,22632,,8,6900
3780513853,2022-01-06 21:58:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.146,170.208,RJ59cd,3794,66,254,14097199,23,-23,-4,WD_3.0a,1,2022-01-06,21:58:00,6900,22632,,8,6900
3780516130,2022-01-06 22:00:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.146,170.125,RJ59bd,3803,66,254,14097196,53,-25,-1,WD_3.0a,1,2022-01-06,22:00:00,1060,3477,,0,1060
3780551606,2022-01-06 22:20:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.146,170.125,RJ59bd,4443,204,27,14097166,53,-18,0,,1,2022-01-06,22:20:00,1060,3477,,0,1060
3780592491,2022-01-06 22:40:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.146,170.042,RJ59ad,4439,204,27,14097079,53,-19,0,,1,2022-01-06,22:40:00,1060,3477,,0,1060
3780636886,2022-01-06 23:00:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.187999999999999,170.042,RJ59ae,3809,66,254,14097110,53,-26,0,WD_3.0a,1,2022-01-06,23:00:00,1060,3477,,0,1060
3780665300,2022-01-06 23:18:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.479,168.958,RJ49,4426,203,25,14097146,23,-22,-1,,1,2022-01-06,23:18:00,6900,22632,,8,6900
3780699075,2022-01-06 23:38:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.479,168.958,RJ49,4426,203,25,14097196,23,-21,-2,,1,2022-01-06,23:38:00,6900,22632,,8,6900
3780701613,2022-01-06 23:40:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.187999999999999,169.958,RJ49xe,4440,204,26,14097195,53,-16,0,,1,2022-01-06,23:40:00,1060,3477,,0,1060
3780732184,2022-01-06 23:58:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.187999999999999,169.958,RJ49xe,4440,204,26,14097138,23,-18,0,,1,2022-01-06,23:58:00,6900,22632,,8,6900
3780736944,2022-01-07 00:00:00,14,KA7OEI-1,41.604,-112.292,DN31uo,KD9ORR,9.229,169.958,RJ49xf,8311,49,268,14097104,53,-24,-2,WD_2.10k,1,2022-01-07,00:00:00,1060,3477,,0,1060
3780796962,2022-01-07 00:38:00,14,KA7OEI-1,41.604,-112.292,DN31uo,KD9ORR,9.229,169.875,RJ49wf,8318,49,268,14097101,23,-23,-2,WD_2.10k,1,2022-01-07,00:38:00,6900,22632,,8,6900
3780800591,2022-01-07 00:40:00,14,KA7OEI-1,41.604,-112.292,DN31uo,KD9ORR,9.271,169.875,RJ49wg,8315,49,268,14097102,53,-25,0,WD_2.10k,1,2022-01-07,00:40:00,1060,3477,,0,1060
3780829356,2022-01-07 00:58:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.271,169.875,RJ49wg,4444,204,26,14097151,23,-22,-1,,1,2022-01-07,00:58:00,6900,22632,,8,6900
3780937819,2022-01-07 01:58:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.271,169.792,RJ49vg,3831,66,255,14097185,23,-23,3,WD_3.0a,1,2022-01-07,01:58:00,6900,22632,,8,6900
3780940801,2022-01-07 02:00:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.312999999999999,169.708,RJ49uh,3837,66,255,14097190,53,-21,3,WD_3.0a,1,2022-01-07,02:00:00,1060,3477,,0,1060
3780976056,2022-01-07 02:20:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.312999999999999,169.708,RJ49uh,3837,66,255,14097172,53,-24,0,WD_3.0a,1,2022-01-07,02:20:00,1060,3477,,0,1060
3781008275,2022-01-07 02:38:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.312999999999999,169.708,RJ49uh,3837,66,255,14097200,23,-18,-4,WD_3.0a,1,2022-01-07,02:38:00,6900,22632,,8,6900
3781012266,2022-01-07 02:40:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.312999999999999,169.625,RJ49th,3845,66,255,14097197,53,-21,-1,WD_3.0a,1,2022-01-07,02:40:00,1060,3477,,0,1060
3781080338,2022-01-07 03:20:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.354,169.542,RJ49si,4438,204,26,14097070,53,-19,-1,,1,2022-01-07,03:20:00,1060,3477,,0,1060
3781117283,2022-01-07 03:40:00,14,AI6VN/KH6,20.979,-156.542,BL10rx,KD9ORR,9.354,169.542,RJ49si,3852,66,255,14097197,53,-21,-1,WD_3.0a,1,2022-01-07,03:40:00,1060,3477,,0,1060
3781212921,2022-01-07 04:38:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.354,169.542,RJ49si,4438,204,26,14097107,23,-14,-2,,1,2022-01-07,04:38:00,6900,22632,,8,6900
3783626515,2022-01-07 21:20:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.854,166.875,RJ39ku,4381,200,22,14097111,53,-15,-1,,1,2022-01-07,21:20:00,1060,3477,,0,1060
3783680199,2022-01-07 21:40:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.896,166.792,RJ39jv,4383,200,22,14097169,53,-19,-2,,1,2022-01-07,21:40:00,1060,3477,,0,1060
3783731326,2022-01-07 22:00:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.937999999999999,166.708,RJ39iw,4384,200,21,14097181,53,-13,1,,1,2022-01-07,22:00:00,1060,3477,,0,1060
3783777812,2022-01-07 22:20:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,9.937999999999999,166.708,RJ39iw,4384,200,21,14097161,50,-22,0,,1,2022-01-07,22:20:00,1000,3280,,0,1000
3783865311,2022-01-07 22:58:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,10.479000000000001,166.958,RK30,4450,200,21,14097128,23,-15,-2,,1,2022-01-07,22:58:00,6900,22632,,8,6900
3783953642,2022-01-07 23:40:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,10.062999999999999,166.542,RK30gb,4391,199,21,14097165,53,-21,0,,1,2022-01-07,23:40:00,1060,3477,,0,1060
